participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.comment,player.stop_epochtime,player.stop_clocktime,player.total_time_to_completion,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
19,4vom47w0,,0,0,9,,,,0,,,0.0,19,,0.0,,,,,1,1,6odo5qh3,,,,,1
20,frpr9ide,,0,0,9,,,,0,,,0.0,20,,0.0,,,,,1,1,6odo5qh3,,,,,1
21,rxp8x385,,0,0,9,,,,0,,,0.0,21,,0.0,,,,,1,1,6odo5qh3,,,,,1
22,2kjrjtfa,,0,0,9,,,,0,,,0.0,22,,0.0,,,,,1,1,6odo5qh3,,,,,1
23,dnjqzzsq,,0,0,9,,,,0,,,0.0,23,,0.0,,,,,1,1,6odo5qh3,,,,,1
24,j73mqxac,,0,0,9,,,,0,,,0.0,24,,0.0,,,,,1,1,6odo5qh3,,,,,1
25,ww73y0hn,,0,0,9,,,,0,,,0.0,25,,0.0,,,,,1,1,6odo5qh3,,,,,1
26,3mmss1zd,,0,0,9,,,,0,,,0.0,26,,0.0,,,,,1,1,6odo5qh3,,,,,1
27,12p7qxp6,,0,0,9,,,,0,,,0.0,27,,0.0,,,,,1,1,6odo5qh3,,,,,1
28,xiobumie,,0,0,9,,,,0,,,0.0,28,,0.0,,,,,1,1,6odo5qh3,,,,,1
29,i4h6di56,,0,0,9,,,,0,,,0.0,29,,0.0,,,,,1,1,6odo5qh3,,,,,1
30,dbdu8m9l,,0,0,9,,,,0,,,0.0,30,,0.0,,,,,1,1,6odo5qh3,,,,,1
31,jb3cpq8u,,0,0,9,,,,0,,,0.0,31,,0.0,,,,,1,1,6odo5qh3,,,,,1
32,qzn6cxb8,,0,0,9,,,,0,,,0.0,32,,0.0,,,,,1,1,6odo5qh3,,,,,1
33,qpcy867w,,0,0,9,,,,0,,,0.0,33,,0.0,,,,,1,1,6odo5qh3,,,,,1
34,klk6zfx2,,0,0,9,,,,0,,,0.0,34,,0.0,,,,,1,1,6odo5qh3,,,,,1
35,7kzh2g2e,,0,0,9,,,,0,,,0.0,35,,0.0,,,,,1,1,6odo5qh3,,,,,1
36,aquoeiv3,,0,0,9,,,,0,,,0.0,36,,0.0,,,,,1,1,6odo5qh3,,,,,1
37,tn70as28,,0,0,9,,,,0,,,0.0,37,,0.0,,,,,1,1,6odo5qh3,,,,,1
38,l3ijpncv,,0,0,9,,,,0,,,0.0,38,,0.0,,,,,1,1,6odo5qh3,,,,,1
39,j4wi3h61,,0,0,9,,,,0,,,0.0,39,,0.0,,,,,1,1,6odo5qh3,,,,,1
40,623ttk7y,,0,0,9,,,,0,,,0.0,40,,0.0,,,,,1,1,6odo5qh3,,,,,1
41,hbsc6zxo,,0,0,9,,,,0,,,0.0,41,,0.0,,,,,1,1,6odo5qh3,,,,,1
42,29mtytbj,,0,0,9,,,,0,,,0.0,42,,0.0,,,,,1,1,6odo5qh3,,,,,1
43,9fxukdrl,,0,0,9,,,,0,,,0.0,43,,0.0,,,,,1,1,6odo5qh3,,,,,1
44,l2312597,,0,0,9,,,,0,,,0.0,44,,0.0,,,,,1,1,6odo5qh3,,,,,1
45,pu8e9n6e,,0,0,9,,,,0,,,0.0,45,,0.0,,,,,1,1,6odo5qh3,,,,,1
46,vc9z598r,,0,0,9,,,,0,,,0.0,46,,0.0,,,,,1,1,6odo5qh3,,,,,1
47,nmhr48rw,,0,0,9,,,,0,,,0.0,47,,0.0,,,,,1,1,6odo5qh3,,,,,1
48,rel1lsup,,0,0,9,,,,0,,,0.0,48,,0.0,,,,,1,1,6odo5qh3,,,,,1
49,jr9jde7r,,0,0,9,,,,0,,,0.0,49,,0.0,,,,,1,1,6odo5qh3,,,,,1
50,npoo9btj,,0,0,9,,,,0,,,0.0,50,,0.0,,,,,1,1,6odo5qh3,,,,,1
1,rkrzr6pv,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,07nr7568,,,,,1
2,4kyozuwn,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,07nr7568,,,,,1
3,plfsl9nw,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,07nr7568,,,,,1
4,zd1xriyl,,0,9,9,Debrief,comment_submitted,2022-03-25 00:05:32.855494,1,,,0.0,4,,0.0,yyyy,1648166842,01:07:22,105,1,1,07nr7568,,,,,1
5,6by3rd61,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,07nr7568,,,,,1
6,yojbw6zf,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,07nr7568,,,,,1
7,uoghqp6y,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,07nr7568,,,,,1
8,phdx09z4,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,07nr7568,,,,,1
9,m9np4zii,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,07nr7568,,,,,1
10,fct3p9gu,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,07nr7568,,,,,1
11,lpls5txy,,0,0,9,,,,0,,,0.0,11,,0.0,,,,,1,1,07nr7568,,,,,1
12,yd0pws8c,,0,0,9,,,,0,,,0.0,12,,0.0,,,,,1,1,07nr7568,,,,,1
13,xfx9uar4,,0,0,9,,,,0,,,0.0,13,,0.0,,,,,1,1,07nr7568,,,,,1
14,byj93ayi,,0,0,9,,,,0,,,0.0,14,,0.0,,,,,1,1,07nr7568,,,,,1
15,90ls714l,,0,0,9,,,,0,,,0.0,15,,0.0,,,,,1,1,07nr7568,,,,,1
16,8sms6upq,,0,0,9,,,,0,,,0.0,16,,0.0,,,,,1,1,07nr7568,,,,,1
17,mc5dxq4b,,0,0,9,,,,0,,,0.0,17,,0.0,,,,,1,1,07nr7568,,,,,1
18,ups8ygwc,,0,0,9,,,,0,,,0.0,18,,0.0,,,,,1,1,07nr7568,,,,,1
19,4b0ndc4j,,0,0,9,,,,0,,,0.0,19,,0.0,,,,,1,1,07nr7568,,,,,1
20,p6lrdpsh,,0,0,9,,,,0,,,0.0,20,,0.0,,,,,1,1,07nr7568,,,,,1
21,xibxjw8m,,0,0,9,,,,0,,,0.0,21,,0.0,,,,,1,1,07nr7568,,,,,1
22,8ras9uj5,,0,0,9,,,,0,,,0.0,22,,0.0,,,,,1,1,07nr7568,,,,,1
23,50hlnrw5,,0,0,9,,,,0,,,0.0,23,,0.0,,,,,1,1,07nr7568,,,,,1
24,m1p7dkca,,0,0,9,,,,0,,,0.0,24,,0.0,,,,,1,1,07nr7568,,,,,1
25,no92uxua,,0,0,9,,,,0,,,0.0,25,,0.0,,,,,1,1,07nr7568,,,,,1
26,n9ibhll1,,0,0,9,,,,0,,,0.0,26,,0.0,,,,,1,1,07nr7568,,,,,1
27,5fafesh9,,0,0,9,,,,0,,,0.0,27,,0.0,,,,,1,1,07nr7568,,,,,1
28,rbg6guc3,,0,0,9,,,,0,,,0.0,28,,0.0,,,,,1,1,07nr7568,,,,,1
29,5qboxqkh,,0,0,9,,,,0,,,0.0,29,,0.0,,,,,1,1,07nr7568,,,,,1
30,mcwu18lt,,0,0,9,,,,0,,,0.0,30,,0.0,,,,,1,1,07nr7568,,,,,1
31,r3hxvxnc,,0,0,9,,,,0,,,0.0,31,,0.0,,,,,1,1,07nr7568,,,,,1
32,cfaxlxpa,,0,0,9,,,,0,,,0.0,32,,0.0,,,,,1,1,07nr7568,,,,,1
33,sny7oo84,,0,0,9,,,,0,,,0.0,33,,0.0,,,,,1,1,07nr7568,,,,,1
34,7fzgdvrq,,0,0,9,,,,0,,,0.0,34,,0.0,,,,,1,1,07nr7568,,,,,1
35,88tk3bxo,,0,0,9,,,,0,,,0.0,35,,0.0,,,,,1,1,07nr7568,,,,,1
36,vvfwcf77,,0,0,9,,,,0,,,0.0,36,,0.0,,,,,1,1,07nr7568,,,,,1
37,rj84a6rb,,0,0,9,,,,0,,,0.0,37,,0.0,,,,,1,1,07nr7568,,,,,1
38,j92hkgly,,0,0,9,,,,0,,,0.0,38,,0.0,,,,,1,1,07nr7568,,,,,1
39,qaum7cdk,,0,0,9,,,,0,,,0.0,39,,0.0,,,,,1,1,07nr7568,,,,,1
40,ljdzpelf,,0,0,9,,,,0,,,0.0,40,,0.0,,,,,1,1,07nr7568,,,,,1
41,zw7xtqsh,,0,0,9,,,,0,,,0.0,41,,0.0,,,,,1,1,07nr7568,,,,,1
42,819qw4k9,,0,0,9,,,,0,,,0.0,42,,0.0,,,,,1,1,07nr7568,,,,,1
43,x93tcx1n,,0,0,9,,,,0,,,0.0,43,,0.0,,,,,1,1,07nr7568,,,,,1
44,zh7lnngo,,0,0,9,,,,0,,,0.0,44,,0.0,,,,,1,1,07nr7568,,,,,1
45,67vzwsbb,,0,0,9,,,,0,,,0.0,45,,0.0,,,,,1,1,07nr7568,,,,,1
46,1jwlldik,,0,0,9,,,,0,,,0.0,46,,0.0,,,,,1,1,07nr7568,,,,,1
47,qe2c2efb,,0,0,9,,,,0,,,0.0,47,,0.0,,,,,1,1,07nr7568,,,,,1
48,qfvyk76g,,0,0,9,,,,0,,,0.0,48,,0.0,,,,,1,1,07nr7568,,,,,1
49,sonpopb0,,0,0,9,,,,0,,,0.0,49,,0.0,,,,,1,1,07nr7568,,,,,1
50,z3g4tta6,,0,0,9,,,,0,,,0.0,50,,0.0,,,,,1,1,07nr7568,,,,,1
1,o6x9x6fy,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.272998,1,,,0.0,1,,0.0,great job!,1648166890,01:08:10,11,1,1,hnd5njs2,,,,,0
2,zbr8u5c0,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.314938,1,,,0.0,2,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
3,hng141q3,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.333007,1,,,0.0,3,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
4,12bn5mix,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.348280,1,,,0.0,4,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
5,in3ps5c3,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.364920,1,,,0.0,5,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
6,ywxt7gsr,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.384801,1,,,0.0,6,,0.0,great job!,1648166890,01:08:10,11,1,1,hnd5njs2,,,,,0
7,u9f0kcaq,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.404136,1,,,0.0,7,,0.0,great job!,1648166890,01:08:10,11,1,1,hnd5njs2,,,,,0
8,1511dfpn,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.423316,1,,,0.0,8,,0.0,great job!,1648166890,01:08:10,11,1,1,hnd5njs2,,,,,0
9,oqfe5ge9,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.435553,1,,,0.0,9,,0.0,great job!,1648166890,01:08:10,11,1,1,hnd5njs2,,,,,0
10,o57cakhl,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.454809,1,,,0.0,10,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
11,fx9u3fdn,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.483651,1,,,0.0,11,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
12,lj924iur,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.503915,1,,,0.0,12,,0.0,great job!,1648166892,01:08:12,13,1,1,hnd5njs2,,,,,0
13,zpmovw8t,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.524120,1,,,0.0,13,,0.0,great job!,1648166891,01:08:11,12,1,1,hnd5njs2,,,,,0
14,uwe3apdg,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.544920,1,,,0.0,14,,0.0,great job!,1648166891,01:08:11,12,1,1,hnd5njs2,,,,,0
15,e45ago4p,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.575090,1,,,0.0,15,,0.0,great job!,1648166891,01:08:11,12,1,1,hnd5njs2,,,,,0
16,4bhfk8xg,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.602940,1,,,0.0,16,,0.0,great job!,1648166892,01:08:12,12,1,1,hnd5njs2,,,,,0
17,y5qayj5f,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.627876,1,,,0.0,17,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
18,rbuninad,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.655131,1,,,0.0,18,,0.0,great job!,1648166892,01:08:12,12,1,1,hnd5njs2,,,,,0
19,b43h95v2,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.685032,1,,,0.0,19,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
20,e43fscwx,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.715182,1,,,0.0,20,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
21,iqj0obkt,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.734925,1,,,0.0,21,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
22,sld4b7ji,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.774148,1,,,0.0,22,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
23,u6mbs9rz,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.805215,1,,,0.0,23,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
24,8u7n9enu,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.828054,1,,,0.0,24,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
25,234ko7lg,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.863121,1,,,0.0,25,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
26,tki531fc,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.883727,1,,,0.0,26,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
27,fqin6r25,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.913733,1,,,0.0,27,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
28,md5tvt6o,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.934976,1,,,0.0,28,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
29,s99mvjox,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.962822,1,,,0.0,29,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
30,eii7w0a7,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:57.985341,1,,,0.0,30,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
31,ossfbaau,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.014139,1,,,0.0,31,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
32,xxyonngn,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.048167,1,,,0.0,32,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
33,8smh9ax2,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.084038,1,,,0.0,33,,0.0,great job!,1648166891,01:08:11,11,1,1,hnd5njs2,,,,,0
34,0e9ohh29,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.118489,1,,,0.0,34,,0.0,great job!,1648166892,01:08:12,12,1,1,hnd5njs2,,,,,0
35,76cd2tom,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.155238,1,,,0.0,35,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
36,lwiss39c,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.192922,1,,,0.0,36,,0.0,great job!,1648166892,01:08:12,11,1,1,hnd5njs2,,,,,0
37,z8dy6c74,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.225015,1,,,0.0,37,,0.0,great job!,1648166892,01:08:12,11,1,1,hnd5njs2,,,,,0
38,j0gg0an2,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.264851,1,,,0.0,38,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
39,7d3og8vy,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.300783,1,,,0.0,39,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
40,vwgk8ee7,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.337497,1,,,0.0,40,,0.0,great job!,1648166892,01:08:12,11,1,1,hnd5njs2,,,,,0
41,qekjl3aj,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.374012,1,,,0.0,41,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
42,se9lyt2p,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.408188,1,,,0.0,42,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
43,rpcj840o,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.475052,1,,,0.0,43,,0.0,great job!,1648166892,01:08:12,11,1,1,hnd5njs2,,,,,0
44,eaepkghk,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.514832,1,,,0.0,44,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
45,6r90byva,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.554055,1,,,0.0,45,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
46,dmh8r7ku,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.585244,1,,,0.0,46,,0.0,great job!,1648166892,01:08:12,11,1,1,hnd5njs2,,,,,0
47,dc7qxmu2,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.623892,1,,,0.0,47,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
48,7sfud0w0,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.662991,1,,,0.0,48,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
49,ctwmolrm,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.694811,1,,,0.0,49,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
50,z1tf8jcm,,1,9,9,Debrief,comment_submitted,2022-03-25 00:07:58.734969,1,,,0.0,50,,0.0,great job!,1648166891,01:08:11,10,1,1,hnd5njs2,,,,,0
